LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4828300000000,48,283,"La Salle County, TX",2005,"2,597","2,451",146,5.6
CN4828500000000,48,285,"Lavaca County, TX",2005,"10,355","9,982",373,3.6
CN4828700000000,48,287,"Lee County, TX",2005,"8,656","8,276",380,4.4
CN4828900000000,48,289,"Leon County, TX",2005,"7,702","7,277",425,5.5
CN4829100000000,48,291,"Liberty County, TX",2005,"31,272","29,160","2,112",6.8
CN4829300000000,48,293,"Limestone County, TX",2005,"10,327","9,802",525,5.1
CN4829500000000,48,295,"Lipscomb County, TX",2005,"1,662","1,604",58,3.5
CN4829700000000,48,297,"Live Oak County, TX",2005,"5,031","4,777",254,5
CN4829900000000,48,299,"Llano County, TX",2005,"8,021","7,614",407,5.1
CN4830100000000,48,301,"Loving County, TX",2005,39,35,4,10.3
CN4830300000000,48,303,"Lubbock County, TX",2005,"137,313","131,720","5,593",4.1
CN4830500000000,48,305,"Lynn County, TX",2005,"2,831","2,667",164,5.8
CN4830700000000,48,307,"McCulloch County, TX",2005,"3,757","3,569",188,5
CN4830900000000,48,309,"McLennan County, TX",2005,"112,002","106,373","5,629",5
CN4831100000000,48,311,"McMullen County, TX",2005,381,361,20,5.2
CN4831300000000,48,313,"Madison County, TX",2005,"4,922","4,638",284,5.8
CN4831500000000,48,315,"Marion County, TX",2005,"5,063","4,775",288,5.7
CN4831700000000,48,317,"Martin County, TX",2005,"2,113","2,020",93,4.4
CN4831900000000,48,319,"Mason County, TX",2005,"2,385","2,314",71,3
CN4832100000000,48,321,"Matagorda County, TX",2005,"16,325","14,998","1,327",8.1
CN4832300000000,48,323,"Maverick County, TX",2005,"19,087","16,543","2,544",13.3
CN4832500000000,48,325,"Medina County, TX",2005,"19,420","18,465",955,4.9
CN4832700000000,48,327,"Menard County, TX",2005,"1,090","1,040",50,4.6
CN4832900000000,48,329,"Midland County, TX",2005,"66,317","63,868","2,449",3.7
CN4833100000000,48,331,"Milam County, TX",2005,"12,157","11,538",619,5.1
CN4833300000000,48,333,"Mills County, TX",2005,"2,547","2,448",99,3.9
CN4833500000000,48,335,"Mitchell County, TX",2005,"3,363","3,150",213,6.3
CN4833700000000,48,337,"Montague County, TX",2005,"9,784","9,350",434,4.4
CN4833900000000,48,339,"Montgomery County, TX",2005,"189,082","180,109","8,973",4.7
CN4834100000000,48,341,"Moore County, TX",2005,"10,233","9,846",387,3.8
CN4834300000000,48,343,"Morris County, TX",2005,"6,093","5,723",370,6.1
CN4834500000000,48,345,"Motley County, TX",2005,669,642,27,4
CN4834700000000,48,347,"Nacogdoches County, TX",2005,"31,075","29,454","1,621",5.2
CN4834900000000,48,349,"Navarro County, TX",2005,"21,441","20,210","1,231",5.7
CN4835100000000,48,351,"Newton County, TX",2005,"5,771","5,239",532,9.2
CN4835300000000,48,353,"Nolan County, TX",2005,"7,559","7,205",354,4.7
CN4835500000000,48,355,"Nueces County, TX",2005,"156,542","148,088","8,454",5.4
CN4835700000000,48,357,"Ochiltree County, TX",2005,"5,023","4,863",160,3.2
CN4835900000000,48,359,"Oldham County, TX",2005,"1,058","1,018",40,3.8
CN4836100000000,48,361,"Orange County, TX",2005,"40,782","37,526","3,256",8
CN4836300000000,48,363,"Palo Pinto County, TX",2005,"14,208","13,564",644,4.5
CN4836500000000,48,365,"Panola County, TX",2005,"11,619","11,050",569,4.9
CN4836700000000,48,367,"Parker County, TX",2005,"50,654","48,241","2,413",4.8
CN4836900000000,48,369,"Parmer County, TX",2005,"4,594","4,413",181,3.9
CN4837100000000,48,371,"Pecos County, TX",2005,"6,650","6,308",342,5.1
CN4837300000000,48,373,"Polk County, TX",2005,"16,734","15,598","1,136",6.8
CN4837500000000,48,375,"Potter County, TX",2005,"56,544","53,955","2,589",4.6
CN4837700000000,48,377,"Presidio County, TX",2005,"3,241","2,884",357,11
CN4837900000000,48,379,"Rains County, TX",2005,"5,087","4,814",273,5.4
CN4838100000000,48,381,"Randall County, TX",2005,"65,374","63,116","2,258",3.5
CN4838300000000,48,383,"Reagan County, TX",2005,"2,183","2,129",54,2.5
CN4838500000000,48,385,"Real County, TX",2005,"1,320","1,254",66,5
CN4838700000000,48,387,"Red River County, TX",2005,"6,261","5,875",386,6.2
CN4838900000000,48,389,"Reeves County, TX",2005,"4,230","3,915",315,7.4
CN4839100000000,48,391,"Refugio County, TX",2005,"3,852","3,661",191,5
CN4839300000000,48,393,"Roberts County, TX",2005,551,533,18,3.3
CN4839500000000,48,395,"Robertson County, TX",2005,"7,558","7,182",376,5
CN4839700000000,48,397,"Rockwall County, TX",2005,"32,378","30,852","1,526",4.7
CN4839900000000,48,399,"Runnels County, TX",2005,"4,611","4,373",238,5.2
CN4840100000000,48,401,"Rusk County, TX",2005,"22,712","21,527","1,185",5.2
CN4840300000000,48,403,"Sabine County, TX",2005,"3,444","3,104",340,9.9
CN4840500000000,48,405,"San Augustine County, TX",2005,"3,599","3,346",253,7
CN4840700000000,48,407,"San Jacinto County, TX",2005,"10,161","9,531",630,6.2
CN4840900000000,48,409,"San Patricio County, TX",2005,"29,557","27,529","2,028",6.9
CN4841100000000,48,411,"San Saba County, TX",2005,"2,639","2,508",131,5
CN4841300000000,48,413,"Schleicher County, TX",2005,"1,362","1,308",54,4
CN4841500000000,48,415,"Scurry County, TX",2005,"7,095","6,743",352,5
CN4841700000000,48,417,"Shackelford County, TX",2005,"1,933","1,875",58,3
CN4841900000000,48,419,"Shelby County, TX",2005,"11,709","11,022",687,5.9
CN4842100000000,48,421,"Sherman County, TX",2005,"1,388","1,329",59,4.3
CN4842300000000,48,423,"Smith County, TX",2005,"95,360","90,560","4,800",5
CN4842500000000,48,425,"Somervell County, TX",2005,"3,686","3,487",199,5.4
CN4842700000000,48,427,"Starr County, TX",2005,"21,176","18,415","2,761",13
CN4842900000000,48,429,"Stephens County, TX",2005,"4,299","4,102",197,4.6
CN4843100000000,48,431,"Sterling County, TX",2005,937,911,26,2.8
CN4843300000000,48,433,"Stonewall County, TX",2005,822,793,29,3.5
CN4843500000000,48,435,"Sutton County, TX",2005,"2,695","2,619",76,2.8
CN4843700000000,48,437,"Swisher County, TX",2005,"3,608","3,438",170,4.7
CN4843900000000,48,439,"Tarrant County, TX",2005,"843,857","800,439","43,418",5.1
CN4844100000000,48,441,"Taylor County, TX",2005,"65,219","62,551","2,668",4.1
CN4844300000000,48,443,"Terrell County, TX",2005,383,356,27,7
CN4844500000000,48,445,"Terry County, TX",2005,"5,756","5,431",325,5.6
CN4844700000000,48,447,"Throckmorton County, TX",2005,931,899,32,3.4
CN4844900000000,48,449,"Titus County, TX",2005,"14,690","13,997",693,4.7
CN4845100000000,48,451,"Tom Green County, TX",2005,"51,839","49,600","2,239",4.3
CN4845300000000,48,453,"Travis County, TX",2005,"502,123","479,587","22,536",4.5
CN4845500000000,48,455,"Trinity County, TX",2005,"5,803","5,436",367,6.3
CN4845700000000,48,457,"Tyler County, TX",2005,"8,360","7,747",613,7.3
CN4845900000000,48,459,"Upshur County, TX",2005,"18,761","17,831",930,5
CN4846100000000,48,461,"Upton County, TX",2005,"1,678","1,613",65,3.9
CN4846300000000,48,463,"Uvalde County, TX",2005,"11,690","10,980",710,6.1
CN4846500000000,48,465,"Val Verde County, TX",2005,"20,042","18,733","1,309",6.5
CN4846700000000,48,467,"Van Zandt County, TX",2005,"25,337","24,068","1,269",5
CN4846900000000,48,469,"Victoria County, TX",2005,"43,899","41,913","1,986",4.5
CN4847100000000,48,471,"Walker County, TX",2005,"26,030","24,571","1,459",5.6
CN4847300000000,48,473,"Waller County, TX",2005,"15,833","14,961",872,5.5
CN4847500000000,48,475,"Ward County, TX",2005,"4,464","4,220",244,5.5
CN4847700000000,48,477,"Washington County, TX",2005,"16,168","15,430",738,4.6
CN4847900000000,48,479,"Webb County, TX",2005,"85,624","80,484","5,140",6
CN4848100000000,48,481,"Wharton County, TX",2005,"20,740","19,685","1,055",5.1
CN4848300000000,48,483,"Wheeler County, TX",2005,"2,676","2,571",105,3.9
CN4848500000000,48,485,"Wichita County, TX",2005,"62,488","59,542","2,946",4.7
CN4848700000000,48,487,"Wilbarger County, TX",2005,"7,518","7,228",290,3.9
CN4848900000000,48,489,"Willacy County, TX",2005,"7,521","6,807",714,9.5
CN4849100000000,48,491,"Williamson County, TX",2005,"179,531","171,343","8,188",4.6
CN4849300000000,48,493,"Wilson County, TX",2005,"17,687","16,840",847,4.8
CN4849500000000,48,495,"Winkler County, TX",2005,"3,034","2,890",144,4.7
CN4849700000000,48,497,"Wise County, TX",2005,"27,596","26,298","1,298",4.7
CN4849900000000,48,499,"Wood County, TX",2005,"17,600","16,625",975,5.5
CN4850100000000,48,501,"Yoakum County, TX",2005,"3,285","3,132",153,4.7
CN4850300000000,48,503,"Young County, TX",2005,"9,348","8,952",396,4.2
CN4850500000000,48,505,"Zapata County, TX",2005,"5,061","4,724",337,6.7
CN4850700000000,48,507,"Zavala County, TX",2005,"3,846","3,401",445,11.6
CN4800100000000,48,1,"Anderson County, TX",2006,"20,220","19,040","1,180",5.8
CN4800300000000,48,3,"Andrews County, TX",2006,"6,786","6,551",235,3.5
CN4800500000000,48,5,"Angelina County, TX",2006,"39,965","38,111","1,854",4.6
CN4800700000000,48,7,"Aransas County, TX",2006,"11,014","10,500",514,4.7
CN4800900000000,48,9,"Archer County, TX",2006,"5,449","5,266",183,3.4
CN4801100000000,48,11,"Armstrong County, TX",2006,"1,103","1,064",39,3.5
CN4801300000000,48,13,"Atascosa County, TX",2006,"19,177","18,289",888,4.6
CN4801500000000,48,15,"Austin County, TX",2006,"12,695","12,148",547,4.3
CN4801700000000,48,17,"Bailey County, TX",2006,"3,157","3,001",156,4.9
CN4801900000000,48,19,"Bandera County, TX",2006,"9,742","9,331",411,4.2
CN4802100000000,48,21,"Bastrop County, TX",2006,"34,124","32,555","1,569",4.6
CN4802300000000,48,23,"Baylor County, TX",2006,"1,922","1,843",79,4.1
CN4802500000000,48,25,"Bee County, TX",2006,"11,415","10,697",718,6.3
CN4802700000000,48,27,"Bell County, TX",2006,"115,516","109,785","5,731",5
CN4802900000000,48,29,"Bexar County, TX",2006,"728,361","694,464","33,897",4.7
CN4803100000000,48,31,"Blanco County, TX",2006,"4,657","4,478",179,3.8
